26	Fe	4	3	55.845	4	8	2	1.26	0.04856
27	Co	1	3	58.9332	4	8	2	1.21	0.21741
27	Co	2	3	58.9332	4	8	2	1.21	0.12182
27	Co	3	3	58.9332	4	8	2	1.21	0.11232
27	Co	4	3	58.9332	4	8	2	1.21	0.07094
28	Ni	2	2	58.6934	4	8	2	1.21	0.11752
28	Ni	3	2	58.6934	4	8	2	1.21	0.1013
28	Ni	4	2	58.6934	4	8	2	1.21	0.09464
29	Cu	1	2	63.546	4	1	2	1.21	0.15914
29	Cu	2	2	63.546	4	1	2	1.21	0.12091
29	Cu	3	2	63.546	4	1	2	1.21	0.1089
30	Zn	2	2	65.39	4	2	2	1.21	0.0919
31	Ga	1	3	69.723	4	3	1	1.16	0.13779
31	Ga	3	3	69.723	4	3	1	1.16	0.05998
32	Ge	2	4	72.61	4	4	1	1.22	0.10936
32	Ge	4	4	72.61	4	4	1	1.22	0.04187
33	As	3	5	74.922	4	5	1	1.21	0.0918
33	As	5	5	74.9216	4	5	1	1.21	0.03079
34	Se	-2	6	78.96	4	6	1	1.91	0.24167
34	Se	4	6	78.96	4	6	1	1.17	0.07889
34	Se	6	6	78.96	4	6	1	1.17	0.02714
34	Se	-1	6	78.96	4	6	1	1.91	0
35	Br	-1	-1	79.904	4	7	1	1.89	0.23669
35	Br	5	-1	79.904	4	7	1	1.14	0.06916
35	Br	7	-1	79.904	4	7	1	1.14	0.02228
36	Kr	0	0	83.8	4	8	1	0	0.99999
37	Rb	1	1	85.4678	5	1	1	2.21	0.08653
38	Sr	2	2	87.62	5	2	1	1.86	0.06278
39	Y	3	3	88.9059	5	3	2	1.66	0.0499
40	Zr	2	4	91.224	5	4	2	1.41	0.20355
40	Zr	3	4	91.224	5	4	2	1.41	0.17623
40	Zr	4	4	91.224	5	4	2	1.41	0.04347
41	Nb	2	5	92.9064	5	5	2	1.31	0.18626
41	Nb	3	5	92.9064	5	5	2	1.31	0.15029
41	Nb	4	5	92.9064	5	5	2	1.31	0.16395
41	Nb	5	5	92.9064	5	5	2	1.31	0.03883
42	Mo	2	6	95.94	5	6	2	1.31	0.18239
42	Mo	3	6	95.94	5	6	2	1.31	0.10364
42	Mo	4	6	95.94	5	6	2	1.31	0.24835
42	Mo	5	6	95.94	5	6	2	1.31	0.13945
42	Mo	6	6	95.94	5	6	2	1.31	0.03519
43	Tc	4	7	98	5	7	2	1.21	0.12061
43	Tc	7	7	98	5	7	2	1.21	0.02969
44	Ru	3	6	101.07	5	8	2	1.16	0.11008
44	Ru	4	6	101.07	5	8	2	1.16	0.12061
44	Ru	5	6	101.07	5	8	2	1.16	0.11351
44	Ru	6	6	101.07	5	8	2	1.16	0.10721
45	Rh	3	4	102.906	5	8	2	1.21	0.13754
45	Rh	4	4	102.906	5	8	2	1.21	0.09189
46	Pd	2	2	106.42	5	8	2	1.26	0.14821
46	Pd	4	2	106.42	5	8	2	1.26	0.12061
47	Ag	1	1	107.868	5	1	2	1.46	0.14379
47	Ag	2	1	107.868	5	1	2	1.46	0.14982
47	Ag	3	1	107.868	5	1	2	1.46	0.11774
48	Cd	2	2	112.411	5	2	2	1.41	0.09723
49	In	1	3	114.818	5	3	1	1.41	0.15286
49	In	3	3	114.818	5	3	1	1.41	0.077
50	Sn	2	4	118.7	5	4	1	1.4	0.12603
50	Sn	4	4	118.71	5	4	1	1.4	0.05473
51	Sb	3	5	121.76	5	5	1	1.41	0.10603
51	Sb	5	5	121.76	5	5	1	1.41	0.03859
52	Te	-2	6	127.6	5	6	1	2.14	0.26716
52	Te	2	6	127.6	5	6	1	1.37	0.21252
52	Te	4	6	127.6	5	6	1	1.37	0.09377
52	Te	6	6	127.6	5	6	1	1.37	0.03025
53	I	-1	-1	126.904	5	7	1	2.13	0.27057
53	I	5	-1	126.904	5	7	1	1.33	0.0804
53	I	7	-1	126.904	5	7	1	1.33	0.02506
54	Xe	2	0	131.29	5	8	1	1.3	0.18361
54	Xe	4	0	131.29	5	8	1	1.3	0.16081
54	Xe	6	0	131.29	5	8	1	1.3	0.07147
55	Cs	1	1	132.905	6	1	1	2.46	0.10383
56	Ba	2	2	137.327	6	2	1	2.01	0.07324
57	La	3	3	138.906	6	0	3	1.81	0.065
58	Ce	3	4	140.116	6	0	3	1.71	0.12076
58	Ce	4	4	140.116	6	0	3	1.71	0.06946
59	Pr	3	3	140.908	6	0	3	1.71	0.11521
60	Nd	3	3	144.24	6	0	3	1.71	0.10902
62	Sm	3	3	150.36	6	0	3	1.71	0.11154
63	Eu	2	3	151.964	6	0	3	1.71	0.1463
63	Eu	3	3	151.964	6	0	3	1.71	0.11245
64	Gd	3	3	157.25	6	0	3	1.66	0.08538
65	Tb	3	3	158.9254	6	0	3	1.61	0.11187
65	Tb	4	3	158.9254	6	0	3	1.61	0.99999
66	Dy	3	3	162.5	6	0	3	1.61	0.1078
67	Ho	3	3	164.9303	6	0	3	1.61	0.10178
68	Er	3	3	167.259	6	0	3	1.61	0.10019
69	Tm	3	3	168.9342	6	0	3	1.61	0.10516
70	Yb	2	3	173.0545	6	0	3	1.61	0.15535
70	Yb	3	3	173.0545	6	0	3	1.61	0.10805
71	Lu	3	3	174.967	6	3	2	1.61	0.0822
72	Hf	4	4	178.49	6	4	2	1.41	0.05
73	Ta	2	5	180.949	6	5	2	1.31	0.32162
73	Ta	3	5	180.949	6	5	2	1.31	0.17543
73	Ta	4	5	112.411	6	5	2	1.31	0.17543
73	Ta	5	5	180.948	6	5	2	1.31	0.04545
74	W	2	6	183.84	6	6	2	1.21	0.32154
74	W	3	6	183.84	6	6	2	1.21	0.17544
74	W	4	6	183.84	6	6	2	1.21	0.1608
74	W	5	6	183.84	6	6	2	1.21	0.14843
74	W	6	6	183.84	6	6	2	1.21	0.03846
75	Re	3	7	186.207	6	7	2	1.21	0.17077
75	Re	4	7	186.207	6	7	2	1.21	0.15315
75	Re	5	7	186.207	6	7	2	1.21	0.13784
75	Re	6	7	186.207	6	7	2	1.21	0.14844
75	Re	7	7	186.207	6	7	2	1.21	0.03333
76	Os	4	8	190.23	6	8	2	1.16	0.14844
76	Os	5	8	190.23	6	8	2	1.16	0.13784
76	Os	6	8	190.23	6	8	2	1.16	0.12865
76	Os	7	8	190.23	6	8	2	1.16	0.13784
76	Os	8	8	190.23	6	8	2	1.16	0.0303
77	Ir	3	5	192.217	6	8	2	1.21	0.16081
77	Ir	4	5	192.217	6	8	2	1.21	0.11351
77	Ir	5	5	192.217	6	8	2	1.21	0.13784
78	Pt	2	2	195.078	6	8	2	1.21	0.19125
78	Pt	3	2	195.078	6	8	2	1.21	0.17543
78	Pt	4	2	195.078	6	8	2	1.21	0.13784
78	Pt	5	2	195.078	6	8	2	1.21	0.10156
79	Au	1	3	196.967	6	1	2	1.21	0.17705
79	Au	3	3	196.967	6	1	2	1.21	0.14844
80	Hg	1	2	200.59	6	2	2	1.36	0.24034
80	Hg	2	2	200.59	6	2	2	1.36	0.12951
81	Tl	1	3	204.383	6	3	1	1.76	0.13967
81	Tl	3	3	204.383	6	3	1	1.76	0.09582
82	Pb	2	4	207.2	6	4	1	1.66	0.11831
82	Pb	4	4	207.2	6	4	1	1.66	0.07547
83	Bi	3	5	208.98	6	5	1	1.46	0.10135
83	Bi	5	5	208.98	6	5	1	1.46	0.06185
90	Th	4	4	232.04	7	0	3	1.66	0.069
92	U	6	6	238.03	7	0	3	1.61	0.03
